,vijest,kategorija
684," 'Italija, Japan i Velika Britanija najavile su plan spajanja svojih projekata razvoja borbenih aviona u partnerstvo, koje označava prvu veliku japansku industrijsku odbrambenu saradnju izvan Sjedinjenih Američkih Država od Drugog svjetskog rata.\n Sporazum ima za cilj da zajednički napredni borbeni avion bude operativan do 2035, kombinovanjem britanskog projekta “Future Combat Air System” također poznatog kao Tempest, s japanskim F-X programom, rekle su tri zemlje u zajedničkom saopštenju, piše Al Jazeera English.\n Saradnja će se zvati “Globalni borbeni zračni program” (Global Combat Air Program – GCAP).\n “Posvećeni smo održavanju slobodnog i otvorenog međunarodnog poretka zasnovanog na pravilima, što je važnije nego ikad u vrijeme kada se ovi principi osporavaju, a prijetnje i agresija rastu”, navela su trojica čelnika zemalja u saopštenju.\nJapan udvostručava izdvajanja za odbranu\n Sporazum dolazi u trenutku kada Kina pojačava vojnu aktivnost oko Tajvana – kojeg smatra svojom teritorijom – i u spornom Južnom kineskom moru gdje je Peking nastojao ojačati svoje ekspanzivne tvrdnje vojnim instalacijama na umjetnim otocima koje je izgradio.\n Sjeveroistočna Azija također je suočena sa izozovima iz Sjeverne Koreje, koja je ove godine izvela dosad neviđen broj lansiranja projektila zbog zabrinutosti da bi uskoro mogla testirati nuklearno oružje.\n Japan, koji ima pacifistički ustav, već je najavio da očekuje udvostručiti svoju potrošnju na odbranu u narednih pet godina na oko dva posto bruto domaćeg proizvoda (BDP).\n U saopštenju se navodi da je projekat osmišljen sa “našim saveznicima i partnerima u samom srcu” i sa “budućom interoperabilnosti” u Sjedinjenim Američkim Državama, Evropi, NATO-u i azijsko-pacifičkoj regiji.\nSAD pozdravio sporazum\n “Dijelimo ambiciju da ovaj avion bude centralni dio šireg borbenog zračnog sistema koji će funkcionisati u više domena”, navodi se u saopštenju.\n Sjedinjene Američke Države, koje su se obavezale da će braniti sve tri zemlje kroz članstvo u NATO-u i poseban sigurnosni pakt sa Japanom, također su pozdravile sporazum između Evrope i Japana.\n“Sjedinjene Američke Države podržavaju japansku sigurnosnu i odbrambenu saradnju sa saveznicima i partnerima istomišljenicima, uključujući Veliku Britaniju i Italiju”, navodi se u zajedničkom saopštenju američkog Ministarstva odbrane s Ministarstvom odbrane Japana.",4
685," 'Sjedinjene Američke Države objavile su da u svom arsenalu imaju 1.419 raspoređenih nuklearnih bojevih glava, pozivajući Rusiju da objavi svoje podatke.\n Ministarstvo vanjskih poslova SAD-a saopštilo je da javno objavljuje informacije kao dio svojih obaveza prema Novom ugovoru START, čime, čini se, poništava raniju odluku da se podaci ne dijele.\n “Sjedinjene Američke Države i dalje gledaju na transparentnost među državama s nuklearnim oružjem kao izuzetno vrijednu za smanjenje vjerovatnosti pogrešne percepcije, pogrešnih proračuna i skupih natjecanja u naoružanju”, rekao je glasnogovornik u izjavi.\nNovi Ugovor START od 2011.\n Novi Ugovor o smanjenju strateškog naoružanja stupio je na snagu 2011. godine i produžen je za još pet godina 2021. godine.\n Njime se ograničava broj strateških nuklearnih bojevih glava koje SAD i Rusija mogu rasporediti, kao i raspoređivanje kopnenih i podmorničkih projektila i bombardera koji bi ih isporučili.\n Ali u februaru ove godine, usred oštrog pogoršanja odnosa od invazije Rusije na Ukrajinu u februaru 2022. godine, ruski predsjednik Vladimir Putin rekao je da će suspendovati učešće Rusije u sporazumu.\n Sjedinjene Američke Države saopštile su da Moskva nije dala nikakve informacije u martu i da “ne provodi druge ključne odredbe sporazuma”, bez davanja detalja.\n “Sjedinjene Američke Države pozivaju Rusku Federaciju da ispoštuje svoje pravno obavezujuće obaveze vraćanjem na punu implementaciju novog ugovora START i svih stabilizacijskih mjera transparentnosti i verifikacije sadržanih u njemu”, dodao je glasnogovornik State Departmenta.\n Najnoviji podaci pokazuju da su, pored raspoređenih nuklearnih bojevih glava, Sjedinjene Američke Države imale 662 raspoređene interkontinentalne balističke rakete (ICBM), balističke rakete koje se lansiraju s podmornica (SLBM) i teške bombardere.\nRusija ima najveću zalihu nuklearnog oružja na svijetu\n Saopšteno je da je na dan 1. marta, SAD imao ukupno 800 sistema za isporuku, i raspoređenih i neraspoređenih, što je maksimalni broj dozvoljenih.\n Prema novom STARTu, dvije zemlje su se složile da ograniče raspoređivanje nuklearnih bojevih glava na 1.550, a dalekometnih projektila i bombardera na 700.\n Inspekcije su takođe bile dio sporazuma, ali su obustavljene tokom pandemije COVID-a 19. Razgovori o nastavku inspekcija trebali su se održati u novembru 2022. godine, ali ih je Rusija naglo prekinula, navodeći kao razlog podršku SAD-a Ukrajini.\n Na Sjedinjene Američke Države i Rusiju otpada oko 90 posto svjetskih nuklearnih bojevih glava.\nStručnjaci navode da Rusija ima najveću zalihu nuklearnog oružja na svijetu, sa blizu 6.000 bojevih glava.",5
686," 'Elon Musk je najavio da će s Twittera ukloniti sve račune koji su neaktivni već nekoliko godina, pojasnivši da mu je cilj poboljšati platformu.\n Prema politici Twittera, korisnici bi se trebali prijaviti na svoj račun barem jednom u mjesec dana da bi izbjegli trajno uklanjanje zbog dugotrajne neaktivnosti, prenosi Hina.\n “Eliminiramo račune koji godinama nisu aktivni, tako da ćete vjerovatno primijetiti da vam broj pratitelja pada”, upozorio je šef društvene mreže u tweetu.\n Otkako je krajem oktobra kupio platformu za 44 milijarde dolara, ovaj je multimilijarder najavio masovna otpuštanja i promjene.\n Analitičari kažu da su brojni oglašivači napustili stranicu i aplikaciju, a nova formula pretplate na Twitter Blue (za certificiranje i korištenje povlastica) nedovoljna je da bi kompenzirala gubitak prihoda.\nPrivlačenje oglašivača\n No, šef Tesle i SpaceXa nastavlja s ostvarenjem svog nauma, potaknut povratnim informacijama obožavatelja.\n “Naporno radimo da bismo vaš feed učinili što zanimljivijim… Kakav je danas u usporedbi s onim prije šest mjeseci?”, upitao je u anketi u nedjelju.\n Gotovo 46 posto od 1,5 miliona onih koji su glasali odgovorilo je “bolje”, a 38 posto “gore”.\n Kada pojedinci i kompanije biraju mjesto oglašavanja uzimaju u obzir različite parametre, među kojima je i broj dnevnih (ili barem mjesečnih) aktivnih korisnika, prosječno vrijeme provedeno na platformi i “angažman”, odnosno broj interakcija sa sadržajem (komentari, lajkovi, itd.).\n Prema istraživačkoj kompaniji Insider Intelligence, prihod Twittera ove će godine pasti 28 posto jer “oglašivači ne vjeruju Musku”.\nU intervjuu BBC-ju on ih je uvjeravao u suprotno, tvrdeći da je primijećen povratak oglašivača i da je “otprilike na tački rentabilnosti”.",4
687," 'Sedam dana nakon tragedije učenici Osnovne škole “Vladislav Ribnikar” u Beogradu postepeno se vraćaju u klupe.\n Nastave, prema preporuci Ministarstva prosvjete, nema već je predviđen razgovor učenika s nastavnicima, psiholozima i psihijatrima.\nVeliki broj roditelja, međutim, odlučio je ne slati djecu u školu jer smatraju da je prerano.",1
688," 'Izložba fotografija “Sarajevo Barcelona Light&amp;Shade”, autora Ante Magzana, otvorena je u sarajevskoj Vijećnici, povodom tri decenije prijateljstva Katalonije i Bosne i Hercegovine, javlja Fena.\n Radi se o crno-bijelim fotografijama ljudi i arhitekture, a izložbom se zaokružuje godina prožeta saradnjom Katalonije i Bosne i Hercegovine, u kojoj je, između ostalog, potpisan Ugovor o saradnji Kantona Sarajevo i Vlade Katalonije.\n Na otvorenju izložbe je istaknuto kako je prvi predstavnik stranih medija koji je poginuo tokom granatiranja Sarajeva bio mladi katalonski fotoreporter Jordi Pujol Puente, 17. maja 1992. godine. Pogibija tog mladića bila je, kako je naglašeno, okidač koji je Kataloncima dao osjećaj da je rat u Bosni i Hercegovini i njihov rat.\nBratski gradovi\n Sarajevo i Barcelona službeno su postali bratski gradovi 2000. godine, a Grad Sarajevo dodijelio je titulu počasnog građanina poginulom katalonskom fotoreporteru.\n Anto Magzan rođen je 1979. godine u Zenici, a od 1998. živi i radi u Zagrebu. Profesionalni put počinje u Večernjem listu, a nastavlja ga u fotoagenciji Pixsell.\n Od 2017. godine djeluje kao samostalni umjetnik te se paralelno posvećuje umjetničkoj, novinskoj i komercijalnoj fotografiji. Do sada je izlagao na devet samostalnih i više od pedeset zajedničkih izložbi. Član je Hrvatskog novinarskog društva, Hrvatske zajednice samostalnih umjetnika i ULUPUH-a.\nU sklopu izložbe predstavljena je i istoimena monografija s fotografijama s izložbe i tekstovima književnika Miljenka Jergovića i delegata Vlade Katalonije te bivšeg dopisnika iz opkoljenog Sarajeva, Erica Haucka.",2
689," 'Nakon pet dana sukoba, dogovoren je prekid vatre između Izraela i palestinske oružane grupe Islamski džihad. Palestinci u Gazi proslavili su primirje postignuto uz posredovanje Egipta. Nasilje je počelo u utorak, izraelskim zračnim napadima u kojima su ubijena tri vojna čelnika Brigada al-Quds, vojnog krila Islamskog džihada. Ubijena su najmanje 33 Palestinca i jedan Izraelac. Bile je to najgora eskalacija nasilja između Izraela i Gaze od desetodnevnog rata 2021.\nIz Gaze više detalja donosi novinarka Al Jazeere Youmna el-Sayed.",5
690," 'Kina je poslala u utorak svemirsku letjelicu sa tri astronauta na svoju svemirsku stanicu radi prve rotacije posade u orbiti u historiji kineskog istraživanja svemira, čime je pokrenuta operacija druge naseljene ispostave u niskoj orbiti nakon Međunarodne svemirske stanice (ISS).\n Svemirska letjelica Shenzhou-15 (Božanska lađa) sa tri putnika lansirana je raketom Dugi marš-2F iz centra za lansiranje satelita Jiuquan u pustinji Gobi, na sjeverozapadu Kine, u 23:08 sati po lokalnom vremenu, prema državnoj televiziji.\n Shenzhou-15 bila je posljednja od 11 misija, uključujući tri prethodne misije s posadom, koje su trebale sastaviti “Nebesku palatu”, stanicu s više modula, prenosi Hina.\nViše od 1.000 eksperimenata\n Prvi misija pokrenuta je u aprilu 2021. godine.\n Trojac će preuzeti dužnost od posade Shenzhou-14 koja je stigla početkom juna.\n Očekuje se da će se prethodni članovi posade vratiti na Zemlju početkom decembra, nakon jednosedmične primopredaje, kojom će se također utvrditi sposobnost stanice da privremeno održi šest astronauta, što je još jedan rekord kineskog svemirskog programa.\n Svemirska ispostava poprimila je sadašnji oblik slova T u novembru dolaskom posljednjeg od tri cilindrična modula.\n Stanica ima projektirani životni vijek od najmanje jednog desetljeća, a očekuje se da će astronauti koji žive u njoj provesti više od 1.000 eksperimenata – od proučavanja prilagodbe biljaka u svemiru do ponašanja tekućina u mikrogravitaciji.\nSimbol rastućeg kineskog utjecaja\n “Nebeska palata” kulminacija je gotovo dva desetljeća misija kineskih posada u svemir.\n Kineski svemirski letovi s ljudskom posadom počeli su 2003. godine, kada je bivši borbeni pilot Yang Liwei poslan u orbitu u maloj bronzanoj kapsuli Shenzhou-5, čime je postao prvi Kinez u svemiru.\n Svemirska stanica također je bila simbol rastućeg kineskog utjecaja u toj sferi.\n Kina je bila izolirana od ISS-a pod vodstvom NASA-e, dok je američkim zakonom zabranjena bilo kakva saradnja američke svemirske agencije s Kinom.\nU sklopu misije Shenzhou-15 posada će živjeti i raditi na svemirskoj stanici šest mjeseci.",4
691," 'Trojica ruskih akademika koji su radili na razvoju tehnologije hipersoničnih raketa suočeni su s “vrlo ozbiljnim optužbama”, objavio je Kremlj u srijedu.\n Pokrenuta je istraga o izdaji koja je uzburkala duhove u ruskoj naučnoj zajednici i zaplašila akademike, prenosi Hina, pozivajući se na Reuters.\n Glasnogovornik Kremlja Dmitrij Peskov rekao je da je upoznat s otvorenim pismom sibirskih naučnika, u kojemu su stali u odbranu kolega, ali da je slučaj sada predat sigurnosnim službama.\n U pismu objavljenom u ponedjeljak kolege Anatolija Maslova, Aleksandra Šipljuka i Valerija Zveginceva izražavaju protest zbog hapšenja te ističu kako su naučnici nevini.\n Dodaju da će optužbe nanijeti značajnu štetu ruskoj nauci.\n Svu trojicu poznajemo kao patriote i poštene ljude koji nisu u stanju učiniti ono za šta se sumnjiče, poručili su u pismu.\n‘Nisu isključene optužbe za veleizdaju’\n Predsjednik Vladimir Putin voli se pohvaliti da je Rusija globalni lider kada je posrijedi razvoj hipersoničnih projektila koji se mogu kretati brzinom do 12.250 kilometara na sat kako bi izbjegli neprijateljsku zračnu odbranu.\n Ukrajina je u utorak objavila da je uspjela uništiti šest komada tog oružja u jednoj noći, iako Rusija te informacije osporava.\n Uhapšeni naučnici godinama su učestvovali na naučnim konferencijama o ovoj temi te su o tome objavili niz stručnih članaka i knjiga.\n U otvorenom pismu njihovih kolega s ITAM-a, Instituta za teorijsku i primijenjenu mehaniku u Novosibirsku, piše da su podaci koje su naučnici predstavljali na međunarodnim forumima više puta provjeravani kako bi se garantiralo da ne uključuju povjerljive limitirane informacije.\n Ipak, pokazalo se da “svaki članak ili naučni izvještaj može rezultirati optužbom za veleizdaju”, stoji u otvorenom pismu.\n “Ne samo da se u ovoj situaciji bojimo za sudbinu naših kolega, već istodobno ni sami ne znamo na koji ćemo način nesmetano nastaviti raditi svoj posao.”\n Naučnici u pismu iznose i slučaj Dmitrija Kolkera, još jednoga sibirskog naučnika koji je uhapšen prošle godine pod sumnjom za veleizdaju.\n Odmah je prevezen u Moskvu, uprkos tome što se znalo da boluje od uznapredovalog raka gušterače.\n Kolker, specijalist za lasere, umro je dva dana kasnije.\n‘Mladi zaposlenici napuštaju nauku’\n Kažu da takvi slučajevi imaju zastrašujući učinak na mlade ruske naučnike.\n “Već sada najbolji studenti odbijaju ponude da se pridruže naučnoj zajednici i dođu s nama raditi, a naši najbolji mladi zaposlenici napuštaju nauku.”\n “Brojna istraživačka područja koja su od ključne važnosti za postavljanje temelja za svemirsku tehnologiju budućnosti jednostavno se zatvaraju jer se zaposlenici boje upustiti u takva istraživanja”, napisali su ruski naučnici.\nNa novinarsko pitanje o njihovom pismu Peskov je odgovorio: “Naravno, dobili smo pismo i apel, ali sada na tome rade ruske sigurnosne službe. Rade svoj posao. To su vrlo ozbiljne optužbe.”",5
692," 'Zajedničko preduzeće BMW grupe u Kini, BMW Brilliance Automotive Ltd. (BBA), uložit će 10 milijardi juana (gotovo 1,4 milijarde američkih dolara) u novi projekt proizvodnje baterija u sjeveroistočnoj kineskoj provinciji Liaoning.\n Svečanost povodom potpisivanja projekta održana je u Shenyangu, glavnom gradu Liaoninga, prenosi Beta agenciju Xinhua.\n Potpisanim ugovorom BBA će proširiti kapacitet proizvodnje baterija u svojoj proizvodnoj bazi u Shenyangu.\n‘Gradnja mostova’\n “Potpisivanje investicionog sporazuma ne samo da pokazuje naše povjerenje u dugoročne perspektive kineskog tržišta, već i naglašava naše čvrsto uvjerenje da će poslovne veze nastaviti da grade mostove između Kine i Njemačke”, rekao je Jochen Goller, čelnik kompanije BMW Kina.\n Franz Decker, čelnik BBA, također je primijetio da je investicija “ključni sljedeći korak” u BMW-ovoj strategiji e-mobilnosti u Kini.\n Nova investicija prati fazu opsežne nadogradnje u BMW proizvodnoj bazi u Shenyangu, uključujući otvaranje fabrike vrijedne 15 milijardi juana (2,2 milijarde dolara) u junu.\nShenyang je najveća proizvodna baza BMW grupe u svijetu. Ukupan broj zaposlenih BMW grupe u Kini premašio je 28.000.",3
693," 'Liz Truss je bivša britanska ministrica vanjskih poslova i nova premijerka, a Liz Trussell redovita korisnica Twittera, no ova druga, koja je na toj društvenoj mreži uzela korisničko ime “Liz Truss”, počela je zbog te slučajnosti dobivati brojne poruke i čestitke koje su zapravo trebale biti upućene novoj britanskoj premijerki.\n Liz Trussell, čiji je Twitter račun @Liztruss, uživala je u zbrci te je na poruke i čestitke odgovarala duhovitim savjetima i šalama, prenijela je francuska novinska agencija France Presse.\n Jedna od onih koja je pogrešnoj Liz Truss čestitala na preuzimanju premijerske dužnosti u Velikoj Britaniji bila je i švedska premijerka Magdalena Andersson.\nU šaljivom tonu odgovarala na čestitke\n “Čestitam Liz Truss”, napisala je Andersson i dodala da će Švedska i Velika Britanija nastaviti i dalje usko\xa0surađivati. Trussell je pak u šaljivom tonu odgovorila da se veseli skorom posjetu te da bi švedska premijerka za tu priliku mogla pripremiti mesne okruglice.\n\nPhew, what a day… 💁🏻\u200d♀️\n — Liz Trussell (@Liztruss) September 6, 2022\n \n Nova britanska premijerka ima 360.000 pratitelja na Twitteru pod korisničkim imenom @trussliz, dok Trussell, nakon nenadane slave, već ima 13.000 pratitelja.\nLiz Truss u ponedjeljak je izabrana na čelo vladajuće Konzervativne stranke, a britanska kraljica Elizabeta II dan kasnije ju je imenovala novom britanskom premijerkom. Truss će biti 15. premijerka u 70-godišnjoj vladavini britanske kraljice.",4
694," 'Demokratija je zabiliežila opći pad u regiji koja se proteže od Centralne Evrope do Centralne Azije tokom 2022. godine, za šta je djelimično odgovorna ruska invazija na Ukrajinu, navela je organizacija Freedom House u objavljenom godišnjem izvještaju “Države u tranziciji 2023”.\n Prema izvještaju ove nevladine organizacije sa sjedištem u Washingtonu, opadanje demokratije zabilježeno je u 11 od 29 zemalja, dok je sedam država zabilježilo poboljšanja u tom pogledu.\n U regiji je najbolje rangirana Hrvatska, s ocjenom 4,25, a najslabije Bosna i Hercegovina, s ocjenom 3,21.\n Albanija i Crna Gora ocijenjene su sa 3,79, isto kao Srbija, a Sjeverna Makedonija je dobila ocjenu 3,86.\n Većina zemalja sa Balkana nalazi se u kategoriji vlada u tranziciji ili hibridnih režima.\n U izvještaju se konstatira da nategnuti procesi pridruživanja Evropskoj uniji na Zapadnom Balkanu pojačavaju razočaranje Unijom i slabe njenu moć da podstakne reforme.\nDomaće elite iskoristile Dayton za vlastitu korist\n Prema izvještaju, izazovi povezani s pristupanjem samo su se povećali proglašavanjem formalnih kandidatura Bosne i Hercegovine, Moldavije i Ukrajine za članstvo u EU-u.\n Bosanskohercegovačka demokratija je talac neuspjeha u reformi političkog sistema nametnutog Dejtonskim mirovnim sporazumom.\n Sve manja odlučnost među američkim i evropskim čelnicima, koji su bili ključni u osmišljavanju ovog sistema, osnažila je domaće elite da iskoriste složenost Daytona za vlastitu korist.\n Kao rezultat toga, građanima Bosne i Hercegovine nedostaje odgovorna vlast, a u mnogim slučajevima i zaštita njihovih osnovnih prava, navodi se u izvještaju Freedom Housea o Bosni i Hercegovini.\n Bosna i Hercegovina je najslabije ocijenjena zemlja na Zapadnom Balkanu i među državama u tranzitnim hibridnim režimima.\n Bez ponovnog angažmana u transatlantskom savezu korumpirane elite će nastaviti koristiti državne institucije da se osnaže nauštrb temeljnih sloboda građana Bosne i Hercegovine, dodaje se.\n U izvještaju se navodi kako je Dejtonski sporazum okončao rat u Bosni i Hercegovini od 1992. do 1995. godine i na papiru formirao multietničku državu.\n Stvoren je jedinstven politički sistem koji je dao prednost zaštiti triju glavnih etničkih grupa u Bosni i Hercegovini – Bošnjaka, Hrvata i Srba, koji se smatraju “konstitutivnim narodima” u odnosu na kontrolu i ravnotežu.\n Ovaj sporazum o podjeli vlasti zagarantirao je trima grupama zastupljenost u svakoj grani vlasti i omogućio im pravo veta u nacionalnim i lokalnim parlamentima te unutar državnog Predsjedništva.\n‘Stabilotokratija, kartel mira, elastična autokratija’\n “Praktički garantirajući poslijeratnim elitama mjesta u ključnim institucijama, Dayton im je nenamjerno pružio priliku da učvrste mreže pokroviteljstva iz vremena rata u funkcije države. Štaviše, značajne i povremeno preklapajuće ovlasti dodijeljene su lokalnim, a ne federalnim, upravama, što je, zapravo, dodijelilo ogroman utjecaj lokalnim moćnicima. Rezultat je decentralizirani, prenapuhani sistem upravljanja, koji predstavlja ogromne mogućnosti za korupciju, jača etničke podjele u javnom životu i dopušta elitama da siju disfunkcionalnost, umjesto da traže kompromis. Postalo je jasno već 1996. godine, kada su tvrdokorni zastupnici bosanskih Srba odbili sazvati državni parlament, paralizirajući politički život mjesecima, da domaći dužnosnici mogu iskoristiti dejtonske mehanizme za blokiranje reformi. Čelnici bosanskih Srba iskoristili su dejtonske mehanizme podjele vlasti kako bi sjedili u parlamentu i ometali osnovno upravljanje kako bi izbjegli značajne promjene koje je zahtijevao sporazum, vjerujući da bi reforme, poput povratka bh. građana u njihove predratne domove, spriječile njihovu konsolidaciju vlasti“, navedeno je u izvještaju.\n Freedom House navodi da u 2023. godini međunarodna zajednica ostaje nezainteresirana za Bosnu i Hercegovinu, dok je u isto vrijeme olako uvučena u njene povremene krize koje proizvodi elita.\n Analitičari su opisali Bosnu i Hercegovinu kao “stabilotokratiju”, “kartel mira” i “elastičnu autokratiju”, a nadimci pokazuju kako lokalne elite mogu zaobići demokratske reforme, predstavljajući se publici u inostranstvu kao garanti osnovne sigurnosti.\n SAD i EU su ih, u najboljem slučaju, primirili.\nSAD i EU ne trebaju čekati posljednji politički debakl\n U najgorem slučaju nagradili su neliberalno ponašanje, kao kada je Ured visokog predstavnika (OHR) podlegao lobiranju dužnosnika bosanskih Hrvata da promijene izborne zakone u svoju korist prošle godine.\n U međuvremenu, mladi ljudi iz Bosne i Hercegovine masovno iseljavaju.\n “Davanje prioriteta ‘stabilnosti’ nad institucionalnom reformom ne funkcionira za bh. demokratiju. SAD i EU trebaju prepoznati da je transformacija političkog sistema Bosne i Hercegovine iz nesigurnog mirovnog sporazuma u onaj koji može podržati snažnu, predstavničku demokratiju jedinstven izazov, koji zahtijeva stalnu pažnju i ciljanu akciju. Kako bi osnažili domaće demokratske reformatore i dali mladim Bosancima razlog da ostanu, SAD i EU moraju raditi zajedno s bh. civilnim društvom kako bi promijenili poticaje u dejtonskom političkom sistemu i držali elite odgovornim za neuspjeh u zemlji.”\n Prihvatanje statusa kandidata Bosne i Hercegovine za članstvo u EU u decembru prilika je za ponovno angažiranje. Pritom SAD i EU ne bi trebali čekati posljednji politički debakl kako bi formulirali koherentnu viziju zajedničkog angažmana. Poticaji čiji je cilj preokrenuti zarobljavanje bh. institucija od korumpirane elite-– antikorupcijske inicijative i obnovljena podrška mehanizmima vladavine prava, naprimjer – bili bi dobra polazna tačka. Njih bi trebalo primijeniti zajedno s koordiniranim sankcijama za uporna zlostavljanja i eksplicitnije nazivanje i sramoćenje. Možda najvažnije, zajednički napor da se potaknu reformatori u Bosni i Hercegovini i preokrene njen demokratski pad poslužio bi kao opipljiv dokaz da integracija ostaje put naprijed za hibridne režime koji se bore i ojačao bi kredibilitet evropskog projekta u ključnom trenutku za demokratiju i slobodu“, zaključuje se u izvještaju Freedom Housea za Bosnu i Hercegovinu.\nNegativan razvoj medijske situacije u Srbiji\n Srbija je ostala na istoj ocjeni kao prošle godine – 3,79 na skali od jedan do sedam, a u izvještaju se navodi da je 2022. godine učinjen važan korak ka povratku političkom pluralizmu učešćem opozicije na izborima na svim nivoima, nakon bojkota izbora 2020. godine.\n Također je navedeno da se opozicija uključila u rad Narodne skupštine, prvi put od početka 2019. godine, ali je to opisano kao promjena strategije opozicijskih stranaka, a ne posljedica promjena izbornih uslova ili stanja u medijima, gdje se tvrdi da je situacija nepromijenjena u odnosu na prošlu godinu.\n U izvještaju od prošle godine ocijenjeno je da, kada je riječ o slobodi medija, postoji negativan razvoj situacije.\n Navodi se da je političkim diskursom dominirala tema ruske invazije na Ukrajinu, kao i zahtjevi EU-a da se Srbija pridruži uvođenju sankcija Rusiji.\n Ističe se da Srbija nije uvela sankcije Rusiji, ali da je glasala u Generalnoj skupštini Ujedinjenih naroda za osudu ruske invazije i suspenziju ruskog učešća u Vijeću UN-a za ljudska prava.\n Kada je riječ o borbi protiv organiziranog kriminala i korupcije, Freedom House podsjeća na suđenje klanu Veljka Belivuka.\n Kao jedan od glavnih zaključaka navodi se da su tokom rata u Ukrajini autokratski režimi istrajavali u napadu na institucionalnu nezavisnost u medijima, lokalnoj upravi, a posebno civilnom društvu.\n U izvještaju se navodi da Rusija bilježi najveći jednogodišnji pad u ocjeni stanja demokratije, za 19 godina koliko se ovaj izvještaj objavljuje, s rezultatom od 1,11, u odnosu na prethodni 1,32.\nMađarska i Poljska najveći izazovi za demokratske standarde u EU-u\n Kao jedan od glavnih zaključaka izvještaja navodi se da su ruske vlasti intenzivirale represiju protiv neslaganja u zemlji, a da su Ukrajinska vlada i narod potvrdili posvećenost liberalnoj demokratiji “suočeni s nezamislivim nasiljem”.\n Od osam zemalja koje su klasificirane kao konsolidirani autoritarni režimi, njih šest – Rusija Bjelorusija, Kazahstan, Tadžikistan, Uzbekistan i Kirgistan bilježe dalji pad, navodi se u izvještaju.\n U toj kategoriji nalaze se još Turkmenistan i Azerbejdžan.\nMađarska, koja je svrstana u kategoriju hibridnih režima, također je zabilježila značajan pad u odnosu na 2021. godinu i, uz Poljsku, svrstana u najveće izazove za demokratske standarde u Evropskoj uniji.",1
695," 'Vijeće sigurnosti Ujedinjenih naroda raspravljat će u četvrtak u New Yorku o novom, šestomjesečnom izvještaju generalnog sekretara UN-a Antonija Guterresa o radu Misije UN-a na Kosovu (UNMIK).\n Na sjednici, kojom će predsjedavati Rusija, od 21:00 po srednjoevropskom vremenu, Srbiju i Kosovo će predstavljati ministri vanjskih poslova, Ivica Dačić i Donika Gervalla Schwarz.\n U izvještaju za period od 16. septembra 2022. do 18. marta 2023. godine Guterres je pozdravio sporazum o putu ka normalizaciji odnosa Kosova i Srbije i njegov aneks o provođenju, o kojima su lideri dvije strane nedavno postigli dogovor.\n Guterres je u izvještaju, koji će na sjednici predstaviti šefica UNMIK-a Caroline Ziadeh, ocijenio da novi okvir dijaloga ima potencijal da unaprijedi proces ka postizanju dugoročnih rješenja.\n Naveo je da će konstruktivan angažman na sveobuhvatnoj primjeni sporazuma biti neophodan za očuvanje stabilnosti i sprečavanje obnove tenzija i sukoba.\n‘Povećan rizik od nasilja’\n “Strane su se potpuno obavezale da će poštovati sve članove sporazuma i ispuniti sve obaveze na svrsishodan način i u dobroj vjeri. Ovo je utoliko važnije jer su dešavanja tokom posmatranog perioda dovela tenzije do nivoa krize, rezultirajući nazadovanjem od početka procesa dijaloga 2011. godine”, napisao je Guterres, prenosi Beta.\n Dodao je da su “pojačana i zapaljiva retorika na svim stranama, postavljanje barikada na putevima, višestruki sigurnosni incidenti i protesti na sjeveru Kosova povećali rizik od nasilja”.\n “Incidenti etničke prirode, upotreba vatrenog oružja i povrede – i među civilima, i među pripadnicima policije Kosova – kao i očigledno targetiranje novinara i međunarodnih sigurnosnih aktera bili su posebno zabrinjavajući. Sve strane trebaju biti suzdržane i osigurati da svi sporovi budu rješavani mirno i kroz dijalog, a ne uz eskalaciju”, napisao je Guterres.\nU izvještaju, koji ne obuhvata prošlosedmične lokalne izbore u četiri opštine na sjeveru Kosova, Guterres je naveo da je daljnjii napredak u dijalogu Srbije i Kosova “ključan za stvaranje uslova za povratak predstavnika kosovskih Srba u institucije Kosova”.",1
